Rk,NAME,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
171,Bones Hyland,22,2TM,PG,56,1,1085,228,571,.399,117,315,.371,111,256,.434,.502,86,102,.843,20,115,135,172,39,15,82,96,659,0,0,hylanbo01
172,Doug McDermott,31,SAS,SF,64,0,1314,239,523,.457,123,298,.413,116,225,.516,.575,53,70,.757,23,116,139,91,13,6,58,118,654,0,0,mcderdo01
173,Lonnie Walker IV,24,LAL,SG,56,32,1297,236,527,.448,91,249,.365,145,278,.522,.534,91,106,.858,14,95,109,64,30,17,46,71,654,0,0,walkelo01
174,Josh Richardson,29,2TM,SG,65,10,1530,239,554,.431,107,293,.365,132,261,.506,.528,69,81,.852,41,134,175,174,69,20,86,117,654,0,0,richajo01
175,Alec Burks,31,DET,SG,51,8,1122,200,459,.436,99,239,.414,101,220,.459,.544,153,188,.814,19,139,158,114,38,8,58,98,652,0,0,burksal01
176,Jevon Carter,27,MIL,PG,81,39,1810,239,565,.423,142,337,.421,97,228,.425,.549,31,38,.816,35,167,202,197,66,29,78,158,651,0,0,carteje01
177,T.J. McConnell,30,IND,PG,75,6,1526,283,521,.543,26,59,.441,257,462,.556,.568,58,68,.853,45,189,234,397,81,10,143,105,650,1,0,mccontj01
178,Cameron Johnson,26,2TM,PF,42,41,1199,223,474,.470,103,255,.404,120,219,.548,.579,101,120,.842,34,151,185,78,50,14,37,83,650,0,0,johnsca02
179,Herbert Jones,24,NOP,PF,66,66,1951,235,501,.469,56,167,.335,179,334,.536,.525,123,161,.764,97,172,269,162,103,42,88,208,649,0,0,joneshe01
180,Kyle Anderson,29,MIN,PF,69,46,1957,252,495,.509,43,105,.410,209,390,.536,.553,100,136,.735,66,302,368,335,78,63,103,146,647,3,0,anderky01
181,Keita Bates-Diop,27,SAS,PF,67,42,1452,236,465,.508,56,142,.394,180,323,.557,.568,119,150,.793,65,183,248,103,46,20,56,63,647,0,0,bateske01
182,Jalen Smith,22,IND,C,68,31,1279,242,508,.476,54,191,.283,188,317,.593,.530,104,137,.759,129,265,394,66,21,60,72,153,642,0,0,smithja04
183,Gabe Vincent,26,MIA,PG,68,34,1759,228,567,.402,117,350,.334,111,217,.512,.505,68,78,.872,27,118,145,167,62,5,92,154,641,0,0,vincega01
184,Grant Williams,24,BOS,PF,79,23,2045,216,476,.454,115,291,.395,101,185,.546,.575,94,122,.770,87,276,363,131,41,31,82,192,641,0,0,willigr01
186,Shake Milton,26,PHI,SG,76,11,1567,241,503,.479,56,148,.378,185,355,.521,.535,99,116,.853,39,152,191,240,25,13,94,123,637,0,0,miltosh01
187,Georges Niang,29,PHI,PF,78,1,1512,222,502,.442,154,384,.401,68,118,.576,.596,39,45,.867,19,166,185,77,30,14,54,145,637,0,0,niangge01
188,Monte Morris,27,WAS,PG,62,61,1695,247,515,.480,78,204,.382,169,311,.543,.555,64,77,.831,26,184,210,326,43,13,60,75,636,0,0,morrimo01
189,Bol Bol,23,ORL,PF,70,33,1505,261,478,.546,30,113,.265,231,365,.633,.577,82,108,.759,69,336,405,69,30,85,112,92,634,0,0,bolbo01
190,Andrew Wiggins,27,GSW,SF,37,37,1190,250,529,.473,89,225,.396,161,304,.530,.557,44,72,.611,61,125,186,85,45,28,48,107,633,0,0,wiggian01
191,Jarred Vanderbilt,23,2TM,PF,78,65,1879,247,451,.548,29,90,.322,218,361,.604,.580,96,139,.691,170,412,582,184,83,21,97,190,619,0,0,vandeja01
192,Draymond Green,32,GSW,PF,73,73,2297,250,474,.527,40,131,.305,210,343,.612,.570,77,108,.713,66,459,525,500,74,60,204,229,617,0,DPOY-4DEF2,greendr01
193,Al Horford,36,BOS,C,63,63,1922,228,479,.476,145,325,.446,83,154,.539,.627,15,21,.714,73,317,390,189,30,61,37,121,616,0,0,horfoal01
194,Kyle Lowry,36,MIA,PG,55,44,1718,196,485,.404,107,310,.345,89,175,.509,.514,116,135,.859,43,182,225,281,57,21,103,143,615,1,0,lowryky01
198,Cam Thomas,21,BRK,SG,57,4,948,201,456,.441,51,133,.383,150,323,.464,.497,151,174,.868,8,87,95,78,20,7,63,55,604,0,0,thomaca02
199,Karl-Anthony Towns,27,MIN,PF,29,29,957,212,428,.495,60,164,.366,152,264,.576,.565,118,135,.874,48,188,236,140,20,17,86,111,602,0,0,townska01
200,Moritz Wagner,25,ORL,C,57,18,1109,198,396,.500,51,163,.313,147,233,.631,.564,153,182,.841,69,190,259,84,37,13,68,136,600,0,0,wagnemo01
201,Torrey Craig,32,PHO,PF,79,60,1948,228,500,.456,100,253,.395,128,247,.518,.556,32,45,.711,145,281,426,117,50,62,73,179,588,0,0,craigto01
202,Thomas Bryant,25,2TM,C,59,26,1081,230,369,.623,26,59,.441,204,310,.658,.659,93,126,.738,86,253,339,31,16,30,38,102,579,0,0,bryanth01
203,Kevon Looney,26,GSW,C,82,70,1958,242,384,.630,0,1,.000,242,383,.632,.630,94,155,.606,274,486,760,207,52,50,45,225,578,0,0,looneke01
204,Isaiah Stewart,21,DET,C,50,47,1414,195,441,.442,67,205,.327,128,236,.542,.518,110,149,.738,115,288,403,70,20,34,68,133,567,0,0,stewais01
205,Joe Harris,31,BRK,SF,74,33,1527,201,440,.457,142,333,.426,59,107,.551,.618,18,28,.643,23,141,164,101,34,13,41,140,562,0,0,harrijo01
206,Trey Lyles,27,SAC,PF,74,0,1247,187,408,.458,87,240,.363,100,168,.595,.565,101,124,.815,68,232,300,66,27,31,64,97,562,0,0,lylestr01
207,Reggie Bullock,31,DAL,SF,78,55,2364,192,470,.409,151,397,.380,41,73,.562,.569,26,37,.703,32,251,283,108,54,13,36,166,561,0,0,bullore01
208,Seth Curry,32,BRK,SG,61,7,1211,208,449,.463,94,232,.405,114,217,.525,.568,51,55,.927,13,87,100,99,36,7,51,96,561,0,0,curryse01
209,Brandon Clarke,26,MEM,PF,56,8,1090,229,349,.656,1,6,.167,228,343,.665,.658,99,137,.723,92,218,310,72,34,37,55,131,558,0,0,clarkbr01
210,Dorian Finney-Smith,29,2TM,PF,66,66,2009,196,501,.391,114,338,.337,82,163,.503,.505,45,59,.763,114,202,316,100,55,36,62,144,551,0,0,finnedo01
211,Jose Alvarado,24,NOP,PG,61,10,1310,201,489,.411,83,247,.336,118,242,.488,.496,65,80,.813,28,113,141,186,67,10,81,125,550,0,0,alvarjo01
212,Josh Green,22,DAL,SG,60,21,1539,205,382,.537,68,169,.402,137,213,.643,.626,68,94,.723,55,127,182,103,42,5,72,156,546,0,0,greenjo02
213,Luke Kennard,26,2TM,SG,59,14,1315,188,382,.492,133,269,.494,55,113,.487,.666,37,39,.949,15,143,158,91,32,5,46,82,546,0,0,kennalu01
214,Jordan Nwora,24,2TM,SF,62,14,1188,194,445,.436,86,211,.408,108,234,.462,.533,68,86,.791,51,178,229,88,24,14,66,74,542,0,0,nworajo01
215,Troy Brown Jr.,23,LAL,SF,76,45,1860,200,465,.430,107,281,.381,93,184,.505,.545,34,39,.872,62,246,308,95,59,16,49,120,541,0,0,browntr01
216,Devonte' Graham,27,2TM,PG,73,8,1338,161,431,.374,119,338,.352,42,93,.452,.512,98,131,.748,19,103,122,196,45,16,53,79,539,0,0,grahade01
217,Nick Richards,25,CHO,C,65,9,1217,197,313,.629,1,1,1.000,196,312,.628,.631,137,183,.749,147,269,416,38,11,71,59,154,532,0,0,richani01
218,Josh Okogie,24,PHO,SG,72,26,1350,162,414,.391,66,197,.335,96,217,.442,.471,139,192,.724,109,142,251,105,56,34,63,114,529,0,0,okogijo01
219,Jalen Suggs,21,ORL,SG,53,19,1246,186,444,.419,66,202,.327,120,242,.496,.493,86,119,.723,55,106,161,155,67,27,94,120,524,0,0,suggsja01
220,Hamidou Diallo,24,DET,SF,56,0,996,215,375,.573,5,21,.238,210,354,.593,.580,87,148,.588,57,137,194,55,53,16,71,124,522,0,0,diallha01
222,Drew Eubanks,25,POR,C,78,28,1584,214,334,.641,7,18,.389,207,316,.655,.651,83,125,.664,132,286,418,103,40,102,67,169,518,0,0,eubandr01
223,Tre Mann,21,OKC,PG,67,5,1183,197,501,.393,81,257,.315,116,244,.475,.474,42,55,.764,27,128,155,120,40,11,62,99,517,1,0,manntr01
224,Sam Hauser,25,BOS,SF,80,8,1290,180,396,.455,140,335,.418,40,61,.656,.631,12,17,.706,35,169,204,71,29,21,30,99,512,0,0,hausesa01
225,Kevin Love,34,2TM,PF,62,20,1240,165,424,.389,99,296,.334,66,128,.516,.506,80,91,.879,59,340,399,116,16,12,70,97,509,0,0,loveke01
226,Precious Achiuwa,23,TOR,C,55,12,1140,196,404,.485,29,108,.269,167,296,.564,.521,87,124,.702,100,228,328,50,31,30,59,102,508,0,0,achiupr01
227,Dwight Powell,31,DAL,C,76,64,1458,197,269,.732,0,5,.000,197,264,.746,.732,112,168,.667,149,165,314,69,48,26,65,209,506,0,0,poweldw01
228,Marvin Bagley III,23,DET,C,42,25,990,202,382,.529,19,66,.288,183,316,.579,.554,81,108,.750,94,175,269,36,19,30,46,81,504,0,0,baglema01
229,Khris Middleton,31,MIL,SF,33,19,801,177,406,.436,51,162,.315,126,244,.516,.499,92,102,.902,28,112,140,163,23,5,71,68,497,0,0,middlkh01
230,Obi Toppin,24,NYK,PF,67,5,1050,187,419,.446,85,247,.344,102,172,.593,.548,38,47,.809,29,158,187,66,23,12,38,68,497,0,0,toppiob01
232,Cameron Payne,28,PHO,PG,48,15,968,188,453,.415,68,185,.368,120,268,.448,.490,49,64,.766,12,94,106,214,33,8,81,88,493,0,0,payneca01
233,Taurean Prince,28,MIN,PF,54,4,1192,177,379,.467,74,194,.381,103,185,.557,.565,65,77,.844,15,117,132,84,28,15,69,123,493,0,0,princta02
234,Isaac Okoro,22,CLE,SF,76,46,1652,175,354,.494,62,171,.363,113,183,.617,.582,78,103,.757,52,135,187,87,56,30,42,158,490,0,0,okorois01
235,Aaron Wiggins,24,OKC,SG,70,14,1297,186,363,.512,48,122,.393,138,241,.573,.579,59,71,.831,68,142,210,80,39,15,55,110,479,0,0,wiggiaa01
236,Nicolas Batum,34,LAC,PF,78,19,1709,160,381,.420,124,317,.391,36,64,.563,.583,34,48,.708,62,237,299,121,54,44,50,149,478,0,0,batumni01
237,Dennis Smith Jr.,25,CHO,PG,54,15,1390,186,452,.412,24,111,.216,162,341,.475,.438,78,106,.736,27,140,167,261,75,25,82,122,474,0,0,smithde03
239,Pat Connaughton,30,MIL,SF,61,33,1443,165,421,.392,109,322,.339,56,99,.566,.521,27,41,.659,50,233,283,77,37,11,33,69,466,0,0,connapa01
241,Trendon Watford,22,POR,PF,62,12,1182,181,323,.560,25,64,.391,156,259,.602,.599,72,100,.720,42,196,238,130,32,12,71,118,459,0,0,watfotr01
242,Jock Landale,27,PHO,C,69,4,979,178,337,.528,21,84,.250,157,253,.621,.559,79,105,.752,119,161,280,68,16,30,59,126,456,0,0,landajo01
243,Isaiah Jackson,21,IND,C,63,12,1042,179,318,.563,2,14,.143,177,304,.582,.566,95,146,.651,113,169,282,51,31,93,51,154,455,0,0,jacksis01
244,Davion Mitchell,24,SAC,PG,80,9,1447,181,399,.454,63,197,.320,118,202,.584,.533,25,31,.806,16,89,105,185,44,15,62,112,450,0,0,mitchda01
247,Larry Nance Jr.,30,NOP,C,65,1,1381,186,305,.610,14,42,.333,172,263,.654,.633,55,79,.696,106,248,354,119,56,37,42,133,441,0,0,nancela02
248,Jeff Green,36,DEN,PF,56,4,1091,160,328,.488,30,104,.288,130,224,.580,.534,87,117,.744,38,106,144,69,18,17,46,99,437,0,0,greenje02
249,Mitchell Robinson,24,NYK,C,59,58,1591,188,280,.671,0,0,0,188,280,.671,.671,59,122,.484,267,288,555,53,56,109,41,160,435,0,0,robinmi01
251,Xavier Tillman Sr.,24,MEM,C,61,29,1180,188,306,.614,4,15,.267,184,291,.632,.621,49,89,.551,121,186,307,96,58,29,44,97,429,0,0,tillmxa01
252,Cory Joseph,31,DET,PG,62,2,1227,150,351,.427,70,180,.389,80,171,.468,.527,57,72,.792,21,85,106,217,34,9,56,88,427,0,0,josepco01
253,Kenrich Williams,28,OKC,PF,53,10,1206,179,346,.517,50,134,.373,129,212,.608,.590,17,39,.436,97,164,261,105,45,14,32,112,425,0,0,willike04
256,Patrick Beverley,34,2TM,PG,67,67,1816,144,360,.400,80,239,.335,64,121,.529,.511,47,65,.723,44,203,247,194,63,41,60,187,415,0,0,beverpa01
257,Kevin Knox,23,2TM,SF,63,5,952,152,332,.458,65,186,.349,87,146,.596,.556,46,60,.767,34,143,177,33,24,12,50,95,415,0,0,knoxke01
258,Jordan Goodwin,24,WAS,PG,62,7,1106,158,353,.448,38,118,.322,120,235,.511,.501,53,69,.768,57,148,205,168,58,26,57,95,407,0,0,goodwjo01
259,Isaiah Hartenstein,24,NYK,C,82,8,1626,175,327,.535,8,37,.216,167,290,.576,.547,48,71,.676,209,327,536,102,53,64,66,213,406,0,0,harteis01
260,Andre Drummond,29,CHI,C,67,0,849,166,274,.606,0,3,.000,166,271,.613,.606,67,125,.536,138,306,444,33,45,27,75,117,399,0,0,drumman01
261,Oshae Brissett,24,IND,PF,65,2,1083,123,319,.386,48,155,.310,75,164,.457,.461,104,145,.717,62,156,218,44,33,13,34,79,398,0,0,brissos01
262,Gary Harris,28,ORL,SG,48,42,1184,138,307,.450,94,218,.431,44,89,.494,.603,27,30,.900,21,77,98,59,45,12,28,93,397,0,0,harriga01
263,Jalen Johnson,21,ATL,SF,70,6,1042,158,322,.491,30,104,.288,128,218,.587,.537,49,78,.628,51,231,282,83,38,34,41,113,395,0,0,johnsja05
265,Cam Reddish,23,2TM,SF,40,20,990,139,312,.446,45,144,.313,94,168,.560,.518,64,75,.853,18,70,88,57,39,14,47,72,387,0,0,reddica01
267,Mike Muscala,31,2TM,C,63,9,945,131,292,.449,81,207,.391,50,85,.588,.587,40,52,.769,37,166,203,50,15,24,23,98,383,0,0,muscami01
270,Alex Caruso,28,CHI,PG,67,36,1575,130,286,.455,55,151,.364,75,135,.556,.551,59,73,.808,42,154,196,193,98,46,77,159,374,0,DPOY-11DEF1,carusal01
272,Wenyen Gabriel,25,LAL,C,68,2,1024,155,260,.596,10,36,.278,145,224,.647,.615,52,84,.619,116,170,286,36,26,35,46,144,372,0,0,gabriwe01
273,Delon Wright,30,WAS,PG,50,14,1221,138,291,.474,41,119,.345,97,172,.564,.545,52,60,.867,58,122,180,194,92,17,44,59,369,0,0,wrighde01
276,John Konchar,26,MEM,SF,72,23,1494,138,320,.431,60,177,.339,78,143,.545,.525,28,36,.778,64,246,310,100,77,25,37,112,364,0,0,konchjo01
277,Nickeil Alexander-Walker,24,2TM,SG,59,3,884,131,295,.444,61,159,.384,70,136,.515,.547,40,60,.667,15,86,101,108,32,21,55,88,363,0,0,alexani01
278,Chris Duarte,25,IND,SF,46,12,897,123,333,.369,55,174,.316,68,159,.428,.452,61,72,.847,19,96,115,64,25,9,41,65,362,0,0,duartch01
282,Nassir Little,22,POR,SF,54,4,976,134,303,.442,58,158,.367,76,145,.524,.538,33,46,.717,27,114,141,50,20,20,36,66,359,0,0,littlna01
283,Isaiah Livers,24,DET,PF,52,22,1199,120,288,.417,74,203,.365,46,85,.541,.545,32,39,.821,28,115,143,41,28,28,30,103,346,0,0,liveris01
284,Landry Shamet,25,PHO,SG,40,9,807,113,300,.377,75,199,.377,38,101,.376,.502,45,51,.882,11,56,67,93,26,5,36,61,346,0,0,shamela01
286,Lamar Stevens,25,CLE,SF,62,25,1120,129,288,.448,30,95,.316,99,193,.513,.500,40,57,.702,48,159,207,33,27,19,27,79,328,0,0,stevela01
287,Mo Bamba,24,2TM,C,49,7,769,117,241,.485,48,124,.387,69,117,.590,.585,41,62,.661,58,167,225,46,13,43,30,105,323,0,0,bambamo01
288,Yuta Watanabe,28,BRK,SF,58,1,928,114,232,.491,60,135,.444,54,97,.557,.621,34,47,.723,30,111,141,48,25,17,22,80,322,0,0,watanyu01
289,Chimezie Metu,25,SAC,PF,66,0,689,129,219,.589,9,38,.237,120,181,.663,.610,54,73,.740,47,151,198,40,22,21,32,81,321,0,0,metuch01
291,Derrick Jones Jr.,25,CHI,PF,64,0,893,115,230,.500,27,80,.338,88,150,.587,.559,62,84,.738,60,93,153,34,29,37,25,86,319,0,0,jonesde02
292,Joe Ingles,35,MIL,SF,46,0,1044,108,248,.435,83,203,.409,25,45,.556,.603,18,21,.857,13,115,128,150,33,6,55,74,317,0,0,inglejo01
294,Ty Jerome,25,GSW,SG,45,2,816,118,242,.488,35,90,.389,83,152,.546,.560,38,41,.927,7,71,78,135,23,5,30,64,309,0,0,jeromty01
295,Moses Moody,20,GSW,SG,63,3,817,108,227,.476,49,135,.363,59,92,.641,.584,37,53,.698,28,77,105,51,18,7,34,54,302,0,0,moodymo01
296,R.J. Hampton,21,2TM,SG,47,3,750,102,237,.430,41,116,.353,61,121,.504,.517,57,76,.750,18,69,87,54,27,9,42,51,302,0,0,hamptrj01
299,Théo Maledon,21,CHO,PG,44,7,854,102,254,.402,28,95,.295,74,159,.465,.457,63,74,.851,14,109,123,152,37,12,59,61,295,0,0,maledth01
301,Matisse Thybulle,25,2TM,SF,71,28,1200,110,253,.435,54,148,.365,56,105,.533,.542,19,28,.679,40,100,140,53,83,32,24,113,293,0,0,thybuma01
302,Jeremiah Robinson-Earl,22,OKC,PF,43,20,814,110,248,.444,37,111,.333,73,137,.533,.518,35,42,.833,71,109,180,43,24,11,19,71,292,0,0,robinje02
304,Kris Dunn,28,UTA,PG,22,3,568,116,216,.537,17,36,.472,99,180,.550,.576,41,53,.774,9,91,100,124,25,10,35,58,290,0,0,dunnkr01
305,Robert Covington,32,LAC,PF,48,0,779,102,229,.445,54,136,.397,48,93,.516,.563,30,40,.750,31,135,166,57,38,33,32,86,288,0,0,covinro01
307,Paul Reed,23,PHI,C,69,2,755,124,209,.593,1,6,.167,123,203,.606,.596,38,51,.745,112,150,262,27,46,51,45,123,287,0,0,reedpa01
308,Jae'Sean Tate,27,HOU,SF,31,7,677,110,229,.480,13,46,.283,97,183,.530,.509,50,69,.725,41,77,118,84,21,7,47,106,283,0,0,tateja01
309,Robert Williams,25,BOS,C,35,20,824,127,170,.747,0,1,.000,127,169,.751,.747,25,41,.610,104,188,292,50,22,48,34,68,279,0,0,williro04
310,Eugene Omoruyi,25,2TM,SF,40,6,645,101,228,.443,25,89,.281,76,139,.547,.498,51,75,.680,43,68,111,28,28,3,34,91,278,0,0,omorueu01
311,Zeke Nnaji,22,DEN,PF,53,5,728,110,196,.561,17,65,.262,93,131,.710,.605,40,62,.645,65,73,138,18,17,23,31,105,277,0,0,nnajize01
312,Aleksej Pokusevski,21,OKC,PF,34,25,701,108,249,.434,38,104,.365,70,145,.483,.510,22,35,.629,45,114,159,64,20,43,43,58,276,0,0,pokusal01
313,Payton Pritchard,25,BOS,PG,48,3,643,101,245,.412,56,154,.364,45,91,.495,.527,12,16,.750,25,63,88,64,14,1,40,37,270,1,0,pritcpa01
314,Danuel House Jr.,29,PHI,SF,56,5,807,93,197,.472,37,110,.336,56,87,.644,.566,45,60,.750,9,85,94,44,14,9,26,69,268,0,0,houseda01
315,Duncan Robinson,28,MIA,SF,42,1,691,88,237,.371,63,192,.328,25,45,.556,.504,29,32,.906,8,61,69,46,14,0,28,77,268,0,0,robindu01
317,P.J. Tucker,37,PHI,PF,75,75,1920,96,225,.427,55,140,.393,41,85,.482,.549,19,23,.826,95,200,295,60,39,15,44,180,266,0,0,tuckepj01
318,Bismack Biyombo,30,PHO,C,61,14,874,119,206,.578,0,0,0,119,206,.578,.578,25,70,.357,89,171,260,56,18,88,51,114,263,0,0,biyombi01
319,Sandro Mamukelashvili,23,2TM,C,43,7,660,97,230,.422,30,99,.303,67,131,.511,.487,39,57,.684,70,115,185,62,14,12,35,52,263,0,0,mamuksa01
321,JT Thor,20,CHO,PF,69,8,969,95,238,.399,39,123,.317,56,115,.487,.481,33,47,.702,36,116,152,36,22,23,44,66,262,0,0,thorjt01
322,Luke Kornet,27,BOS,C,69,0,804,113,170,.665,3,13,.231,110,157,.701,.674,32,39,.821,86,111,197,53,11,46,25,81,261,0,0,kornelu01
323,Garrison Mathews,26,2TM,SG,54,0,686,73,201,.363,63,180,.350,10,21,.476,.520,48,53,.906,11,62,73,26,24,5,19,62,257,0,0,mathega01
325,Ish Wainright,28,PHO,SF,60,2,915,84,227,.370,57,173,.329,27,54,.500,.496,26,31,.839,45,94,139,53,38,22,22,117,251,0,0,wainris01
326,Aaron Holiday,26,ATL,PG,63,6,845,92,220,.418,36,88,.409,56,132,.424,.500,27,32,.844,25,49,74,89,37,12,36,79,247,0,0,holidaa01
327,Malachi Flynn,24,TOR,PG,53,2,691,87,242,.360,47,133,.353,40,109,.367,.457,25,33,.758,15,61,76,70,21,4,25,65,246,0,0,flynnma01
329,Patty Mills,34,BRK,PG,40,2,567,86,209,.411,49,134,.366,37,75,.493,.529,25,30,.833,8,36,44,56,15,3,30,32,246,0,0,millspa02
331,Thaddeus Young,34,TOR,PF,54,9,795,108,198,.545,6,34,.176,102,164,.622,.561,18,26,.692,71,95,166,75,54,5,42,88,240,0,0,youngth01
332,Cade Cunningham,21,DET,PG,12,12,400,93,224,.415,17,61,.279,76,163,.466,.453,36,43,.837,12,62,74,72,10,7,39,34,239,0,0,cunnica01
333,Haywood Highsmith,26,MIA,PF,54,11,969,93,216,.431,37,109,.339,56,107,.523,.516,13,28,.464,57,131,188,43,36,17,45,82,236,0,0,highsha01
334,Jaxson Hayes,22,NOP,C,47,2,610,86,156,.551,3,29,.103,83,127,.654,.561,58,83,.699,39,93,132,34,20,19,31,67,233,0,0,hayesja02
337,Day'Ron Sharpe,21,BRK,C,48,3,552,93,171,.544,6,11,.545,87,160,.544,.561,35,55,.636,99,101,200,37,15,32,42,89,227,0,0,sharpda01
338,Daishen Nix,20,HOU,PG,57,7,914,81,237,.342,40,140,.286,41,97,.423,.426,24,36,.667,18,80,98,132,31,7,86,59,226,0,0,nixda01
339,Usman Garuba,20,HOU,C,75,1,970,86,177,.486,24,59,.407,62,118,.525,.554,29,47,.617,120,187,307,64,44,29,47,135,225,0,0,garubus01
340,Darius Bazley,22,2TM,C,43,1,616,83,183,.454,20,53,.377,63,130,.485,.508,38,70,.543,34,104,138,38,22,34,27,44,224,0,0,bazleda01
341,Miles McBride,22,NYK,PG,64,2,760,77,215,.358,40,134,.299,37,81,.457,.451,28,42,.667,13,37,50,72,37,8,25,60,222,0,0,mcbrimi01
342,Svi Mykhailiuk,25,2TM,SF,32,8,468,77,173,.445,42,99,.424,35,74,.473,.566,26,39,.667,15,38,53,53,15,4,24,23,222,0,0,mykhasv01
343,Maxi Kleber,31,DAL,PF,37,5,930,77,169,.456,39,112,.348,38,57,.667,.571,27,38,.711,30,105,135,52,12,30,27,85,220,0,0,klebima01
345,Lindy Waters III,25,OKC,SG,41,0,531,70,178,.393,58,162,.358,12,16,.750,.556,16,20,.800,16,59,75,28,14,11,10,42,214,0,0,waterli01
346,Ziaire Williams,21,MEM,SF,37,4,561,84,196,.429,25,97,.258,59,99,.596,.492,17,22,.773,16,63,79,35,14,6,37,58,210,0,0,willizi02
347,Dāvis Bertāns,30,DAL,PF,45,1,492,69,160,.431,55,141,.390,14,19,.737,.603,13,15,.867,10,43,53,21,11,8,10,53,206,0,0,bertada01
348,Dean Wade,26,CLE,PF,44,13,891,73,177,.412,45,127,.354,28,50,.560,.540,15,23,.652,20,130,150,37,28,21,17,89,206,0,0,wadede01
349,Justin Holiday,33,2TM,SF,46,2,706,77,204,.377,46,143,.322,31,61,.508,.490,5,8,.625,5,50,55,41,19,19,22,68,205,0,0,holidju01
350,Charles Bassey,22,SAS,C,35,2,508,87,135,.644,3,8,.375,84,127,.661,.656,22,37,.595,75,118,193,48,16,33,41,74,199,0,0,bassech01
351,DeAndre Jordan,34,DEN,C,39,8,586,88,115,.765,1,1,1.000,87,114,.763,.770,22,48,.458,52,150,202,34,12,23,48,71,199,0,0,jordade01
354,Anthony Gill,30,WAS,PF,59,8,624,71,132,.538,4,29,.138,67,103,.650,.553,49,67,.731,37,62,99,34,7,12,15,70,195,0,0,gillan01
357,James Bouknight,22,CHO,SG,34,0,515,69,193,.358,33,109,.303,36,84,.429,.443,20,30,.667,8,64,72,41,14,5,32,49,191,0,0,bouknja01
358,Keon Johnson,20,POR,SG,40,0,416,67,178,.376,28,81,.346,39,97,.402,.455,27,41,.659,11,33,44,59,19,6,43,43,189,0,0,johnske07
359,JaVale McGee,35,DAL,C,42,7,355,80,125,.640,2,5,.400,78,120,.650,.648,24,41,.585,30,77,107,11,4,26,36,54,186,0,0,mcgeeja01
363,Luka Garza,24,MIN,C,28,0,243,63,116,.543,14,39,.359,49,77,.636,.603,41,52,.788,33,30,63,18,3,2,14,43,181,0,0,garzalu01
364,Wesley Matthews,36,MIL,SF,52,0,820,58,160,.363,39,124,.315,19,36,.528,.484,24,28,.857,34,79,113,34,20,13,18,71,179,0,0,matthwe02
365,Jericho Sims,24,NYK,C,52,16,812,83,107,.776,0,1,.000,83,106,.783,.776,12,16,.750,99,143,242,25,15,28,27,96,178,0,0,simsje01
367,Amir Coffey,25,LAC,SF,50,9,625,56,145,.386,11,40,.275,45,105,.429,.424,49,63,.778,17,36,53,53,7,5,21,50,172,0,0,coffeam01
371,Taj Gibson,37,WAS,C,49,2,480,65,125,.520,8,24,.333,57,101,.564,.552,30,42,.714,32,61,93,34,15,12,26,84,168,0,0,gibsota01
372,Goga Bitadze,23,2TM,C,38,1,457,69,125,.552,6,26,.231,63,99,.636,.576,23,42,.548,61,76,137,39,16,26,22,64,167,0,0,bitadgo01
374,Evan Fournier,30,NYK,SG,27,7,459,56,166,.337,35,114,.307,21,52,.404,.443,18,21,.857,4,45,49,36,16,3,22,46,165,0,0,fournev01
375,Javonte Green,29,CHI,SF,32,1,480,61,108,.565,13,35,.371,48,73,.658,.625,30,45,.667,27,61,88,23,24,21,20,52,165,0,0,greenja02
377,Jordan McLaughlin,26,MIN,PG,43,0,678,61,145,.421,24,78,.308,37,67,.552,.503,15,18,.833,15,47,62,148,32,4,33,28,161,0,0,mclaujo01
380,Moses Brown,23,2TM,C,36,1,294,61,96,.635,0,0,0,61,96,.635,.635,33,72,.458,57,82,139,4,4,14,15,39,155,0,0,brownmo01
381,Admiral Schofield,25,ORL,PF,37,0,451,55,122,.451,24,74,.324,31,48,.646,.549,21,23,.913,23,39,62,31,8,5,16,61,155,0,0,schofad01
382,Juan Toscano-Anderson,29,2TM,SF,52,9,700,64,143,.448,8,43,.186,56,100,.560,.476,19,24,.792,28,96,124,65,16,10,34,80,155,0,0,toscaju01
384,Bruno Fernando,24,2TM,C,39,4,405,59,112,.527,0,4,.000,59,108,.546,.527,35,50,.700,54,83,137,31,6,34,25,74,153,0,0,fernabr01
385,Derrick Rose,34,NYK,PG,27,0,338,61,159,.384,19,63,.302,42,96,.438,.443,11,12,.917,8,32,40,46,7,5,22,18,152,0,0,rosede01
386,Saben Lee,23,2TM,PG,25,1,373,49,121,.405,11,30,.367,38,91,.418,.450,42,57,.737,13,32,45,67,19,1,24,32,151,0,0,leesa01
388,Brandon Boston Jr.,21,LAC,SF,22,1,248,51,122,.418,12,29,.414,39,93,.419,.467,29,38,.763,7,23,30,20,9,0,12,21,143,0,0,bostobr01
389,Dalano Banton,23,TOR,PG,31,2,279,55,130,.423,15,51,.294,40,79,.506,.481,17,24,.708,11,34,45,36,13,13,18,34,142,0,0,bantoda01
