salary,season,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,NAME,last3_avg_salary,GP,GS_x,MIN,FGM,FGA_x,FG%_x,3PM,3PA_x,3P%_x,FTM,FTA_x,FT%_x,OFF,DEF,TRB_x,AST_x,STL_x,BLK_x,PF_x,TOV_x,PTS_x,YR,POS,W,H,Rk,Age,Team,Pos,G,GS_y,MP,FG,FGA_y,FG%_y,3P,3PA_y,3P%_y,2P,2PA,2P%,eFG%,FT,FTA_y,FT%_y,ORB,DRB,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,Trp-Dbl,Awards,Player-additional
5750000,2012-13,6.1,42.4,36.7,80.5,856,18.4,14.4,4.3,86.7,50.5,Kyle Lowry,5750000.0,607,371,29.8,4.18,10.03,0.417,1.35,3.84,0.351,3.19,3.99,0.799,0.85,3.12,3.97,5.6,1.32,0.26,2.72,2.1,12.89,9,Point Guard,89,185,226,37,2TM,PG,60,55,1690,163,377,0.432,98,250,0.392,65,127,0.512,0.562,63,75,0.84,34,160,194,253,59,21,85,146,487,0,0,lowryky01
6210000,2013-14,6.1,42.4,36.7,80.5,856,18.4,14.4,4.3,86.7,50.5,Kyle Lowry,5903333.333333333,607,371,29.8,4.18,10.03,0.417,1.35,3.84,0.351,3.19,3.99,0.799,0.85,3.12,3.97,5.6,1.32,0.26,2.72,2.1,12.89,9,Point Guard,89,185,226,37,2TM,PG,60,55,1690,163,377,0.432,98,250,0.392,65,127,0.512,0.562,63,75,0.84,34,160,194,253,59,21,85,146,487,0,0,lowryky01
12000000,2014-15,6.1,42.4,36.7,80.5,856,18.4,14.4,4.3,86.7,50.5,Kyle Lowry,7986666.666666667,607,371,29.8,4.18,10.03,0.417,1.35,3.84,0.351,3.19,3.99,0.799,0.85,3.12,3.97,5.6,1.32,0.26,2.72,2.1,12.89,9,Point Guard,89,185,226,37,2TM,PG,60,55,1690,163,377,0.432,98,250,0.392,65,127,0.512,0.562,63,75,0.84,34,160,194,253,59,21,85,146,487,0,0,lowryky01
12000000,2015-16,6.1,42.4,36.7,80.5,856,18.4,14.4,4.3,86.7,50.5,Kyle Lowry,10070000.0,607,371,29.8,4.18,10.03,0.417,1.35,3.84,0.351,3.19,3.99,0.799,0.85,3.12,3.97,5.6,1.32,0.26,2.72,2.1,12.89,9,Point Guard,89,185,226,37,2TM,PG,60,55,1690,163,377,0.432,98,250,0.392,65,127,0.512,0.562,63,75,0.84,34,160,194,253,59,21,85,146,487,0,0,lowryky01
12000000,2016-17,6.1,42.4,36.7,80.5,856,18.4,14.4,4.3,86.7,50.5,Kyle Lowry,12000000.0,607,371,29.8,4.18,10.03,0.417,1.35,3.84,0.351,3.19,3.99,0.799,0.85,3.12,3.97,5.6,1.32,0.26,2.72,2.1,12.89,9,Point Guard,89,185,226,37,2TM,PG,60,55,1690,163,377,0.432,98,250,0.392,65,127,0.512,0.562,63,75,0.84,34,160,194,253,59,21,85,146,487,0,0,lowryky01
28703704,2017-18,6.1,42.4,36.7,80.5,856,18.4,14.4,4.3,86.7,50.5,Kyle Lowry,17567901.333333332,607,371,29.8,4.18,10.03,0.417,1.35,3.84,0.351,3.19,3.99,0.799,0.85,3.12,3.97,5.6,1.32,0.26,2.72,2.1,12.89,9,Point Guard,89,185,226,37,2TM,PG,60,55,1690,163,377,0.432,98,250,0.392,65,127,0.512,0.562,63,75,0.84,34,160,194,253,59,21,85,146,487,0,0,lowryky01
1298640,2013-14,2.2,57.0,7.4,56.5,471,17.8,8.5,6.3,31.0,57.1,Mason Plumlee,1298640.0,184,99,21.1,3.22,5.46,0.589,0.0,0.04,0.0,1.96,3.51,0.558,1.97,3.95,5.92,1.2,0.76,0.81,2.63,1.38,8.39,2,Power Forward,111,211,317,33,LAC,C,46,11,674,87,153,0.569,0,6,0.0,87,147,0.592,0.569,70,99,0.707,60,174,234,55,14,17,36,68,244,0,0,plumlma01
1357080,2014-15,2.2,57.0,7.4,56.5,471,17.8,8.5,6.3,31.0,57.1,Mason Plumlee,1327860.0,184,99,21.1,3.22,5.46,0.589,0.0,0.04,0.0,1.96,3.51,0.558,1.97,3.95,5.92,1.2,0.76,0.81,2.63,1.38,8.39,2,Power Forward,111,211,317,33,LAC,C,46,11,674,87,153,0.569,0,6,0.0,87,147,0.592,0.569,70,99,0.707,60,174,234,55,14,17,36,68,244,0,0,plumlma01
1415520,2015-16,2.2,57.0,7.4,56.5,471,17.8,8.5,6.3,31.0,57.1,Mason Plumlee,1357080.0,184,99,21.1,3.22,5.46,0.589,0.0,0.04,0.0,1.96,3.51,0.558,1.97,3.95,5.92,1.2,0.76,0.81,2.63,1.38,8.39,2,Power Forward,111,211,317,33,LAC,C,46,11,674,87,153,0.569,0,6,0.0,87,147,0.592,0.569,70,99,0.707,60,174,234,55,14,17,36,68,244,0,0,plumlma01
2328530,2016-17,2.2,57.0,7.4,56.5,471,17.8,8.5,6.3,31.0,57.1,Mason Plumlee,1700376.6666666667,184,99,21.1,3.22,5.46,0.589,0.0,0.04,0.0,1.96,3.51,0.558,1.97,3.95,5.92,1.2,0.76,0.81,2.63,1.38,8.39,2,Power Forward,111,211,317,33,LAC,C,46,11,674,87,153,0.569,0,6,0.0,87,147,0.592,0.569,70,99,0.707,60,174,234,55,14,17,36,68,244,0,0,plumlma01
14041096,2017-18,2.2,57.0,7.4,56.5,471,17.8,8.5,6.3,31.0,57.1,Mason Plumlee,5928382.0,184,99,21.1,3.22,5.46,0.589,0.0,0.04,0.0,1.96,3.51,0.558,1.97,3.95,5.92,1.2,0.76,0.81,2.63,1.38,8.39,2,Power Forward,111,211,317,33,LAC,C,46,11,674,87,153,0.569,0,6,0.0,87,147,0.592,0.569,70,99,0.707,60,174,234,55,14,17,36,68,244,0,0,plumlma01
3377160,2007-08,5.7,44.1,37.5,81.9,788,17.7,14.9,3.0,71.4,49.8,Mike Conley,3377160.0,613,584,32.5,4.95,11.26,0.44,1.15,3.08,0.373,2.42,3.0,0.806,0.42,2.42,2.85,5.59,1.53,0.18,2.01,2.04,13.48,8,Point Guard,79,185,120,36,MIN,PG,76,76,2193,294,644,0.457,179,405,0.442,115,239,0.481,0.595,102,112,0.911,37,181,218,449,88,17,102,128,869,0,0,conlemi01
3630480,2008-09,5.7,44.1,37.5,81.9,788,17.7,14.9,3.0,71.4,49.8,Mike Conley,3503820.0,613,584,32.5,4.95,11.26,0.44,1.15,3.08,0.373,2.42,3.0,0.806,0.42,2.42,2.85,5.59,1.53,0.18,2.01,2.04,13.48,8,Point Guard,79,185,120,36,MIN,PG,76,76,2193,294,644,0.457,179,405,0.442,115,239,0.481,0.595,102,112,0.911,37,181,218,449,88,17,102,128,869,0,0,conlemi01
3883800,2009-10,5.7,44.1,37.5,81.9,788,17.7,14.9,3.0,71.4,49.8,Mike Conley,3630480.0,613,584,32.5,4.95,11.26,0.44,1.15,3.08,0.373,2.42,3.0,0.806,0.42,2.42,2.85,5.59,1.53,0.18,2.01,2.04,13.48,8,Point Guard,79,185,120,36,MIN,PG,76,76,2193,294,644,0.457,179,405,0.442,115,239,0.481,0.595,102,112,0.911,37,181,218,449,88,17,102,128,869,0,0,conlemi01
4913007,2010-11,5.7,44.1,37.5,81.9,788,17.7,14.9,3.0,71.4,49.8,Mike Conley,4142429.0,613,584,32.5,4.95,11.26,0.44,1.15,3.08,0.373,2.42,3.0,0.806,0.42,2.42,2.85,5.59,1.53,0.18,2.01,2.04,13.48,8,Point Guard,79,185,120,36,MIN,PG,76,76,2193,294,644,0.457,179,405,0.442,115,239,0.481,0.595,102,112,0.911,37,181,218,449,88,17,102,128,869,0,0,conlemi01
